Frame,qpos_LinkN0,qvel_LinkN0,qpos_LinkN1,qvel_LinkN1,qpos_LinkN2,qvel_LinkN2,qpos_LinkN3,qvel_LinkN3,qpos_LinkN4,qvel_LinkN4,qpos_LinkN5,qvel_LinkN5,qpos_LinkN6,qvel_LinkN6,qpos_LinkN7,qvel_LinkN7
273,-0.0,0.0,-0.0,0.0,-0.9672977328300476,0.1475615501403808,-0.0,0.0,-0.9522505402565002,0.1487903594970703,-0.0,0.0,-0.5103047490119934,0.4616432189941406,1.3971269130706787,0.0
274,-0.0,0.0,-0.0,0.0,-0.9609607458114624,0.1520876884460449,-0.0,0.0,-0.945880889892578,0.1528716087341308,-0.0,0.0,-0.4908812940120697,0.4661629199981689,1.3971269130706787,0.0
275,-0.0,0.0,-0.0,0.0,-0.9544439315795898,0.1564035415649414,-0.0,0.0,-0.9393517374992372,0.1566996574401855,-0.0,0.0,-0.4713321924209595,0.4691784381866455,1.3971269130706787,0.0
276,-0.0,0.0,-0.0,0.0,-0.9477558135986328,0.1605148315429687,-0.0,0.0,-0.9326735734939576,0.1602759361267089,-0.0,0.0,-0.4517203569412231,0.4706840515136719,1.3971269130706787,0.0
277,-0.0,0.0,-0.0,0.0,-0.9409050941467284,0.1644172668457031,-0.0,0.0,-0.9258569478988647,0.1635990142822265,-0.0,0.0,-0.432108461856842,0.4706854820251465,1.3971269130706787,0.0
278,-0.0,0.0,-0.0,0.0,-0.9339004755020142,0.1681108474731445,-0.0,0.0,-0.9189122915267944,0.1666717529296875,-0.0,0.0,-0.412559449672699,0.4691762924194336,1.3971269130706787,0.0
279,-0.0,0.0,-0.0,0.0,-0.9267504811286926,0.1715998649597168,-0.0,0.0,-0.9118502140045166,0.1694898605346679,-0.0,0.0,-0.3931359052658081,0.4661650657653808,1.3971269130706787,0.0
280,-0.0,0.0,-0.0,0.0,-0.9194639325141908,0.1748771667480468,-0.0,0.0,-0.9046811461448668,0.1720576286315918,-0.0,0.0,-0.3739008605480194,0.4616410732269287,1.3971269130706787,0.0
281,-0.0,0.0,-0.0,0.0,-0.912049412727356,0.1779484748840332,-0.0,0.0,-0.8974156975746155,0.1743707656860351,-0.0,0.0,-0.3549168705940246,0.455615758895874,1.3971269130706787,0.0
282,-0.0,0.0,-0.0,0.0,-0.9045156240463256,0.1808109283447265,-0.0,0.0,-0.8900644183158875,0.1764307022094726,-0.0,0.0,-0.3362469673156738,0.4480776786804199,1.3971269130706787,0.0
283,-0.0,0.0,-0.0,0.0,-0.8968711495399475,0.1834673881530761,-0.0,0.0,-0.882637619972229,0.1782431602478027,-0.0,0.0,-0.3179536461830139,0.4390397071838379,1.3971269130706787,0.0
284,-0.0,0.0,-0.0,0.0,-0.8891246914863586,0.1859149932861328,-0.0,0.0,-0.8751460909843445,0.1797966957092285,-0.0,0.0,-0.3000999093055725,0.4284896850585937,1.3971269130706787,0.0
285,-0.0,0.0,-0.0,0.0,-0.8812848925590515,0.1881551742553711,-0.0,0.0,-0.8676000833511353,0.1811041831970214,-0.0,0.0,-0.2827486395835876,0.4164304733276367,1.3971269130706787,0.0
286,-0.0,0.0,-0.0,0.0,-0.8733605146408081,0.1901850700378418,-0.0,0.0,-0.8600103259086609,0.1821541786193847,-0.0,0.0,-0.2659623622894287,0.4028706550598144,1.3971269130706787,0.0
287,-0.0,0.0,-0.0,0.0,-0.8653600215911865,0.1920118331909179,-0.0,0.0,-0.8523871898651123,0.182955265045166,-0.0,0.0,-0.2498040199279785,0.3878002166748047,1.3971269130706787,0.0
288,-0.0,0.0,-0.0,0.0,-0.8572922348976135,0.1936268806457519,-0.0,0.0,-0.8447413444519043,0.1835002899169922,-0.0,0.0,-0.2343364357948303,0.3712220191955566,1.3971269130706787,0.0
289,-0.0,0.0,-0.0,0.0,-0.8491657376289368,0.1950359344482422,-0.0,0.0,-0.8370832204818726,0.1837949752807617,-0.0,0.0,-0.219622254371643,0.3531403541564941,1.3971269130706787,0.0
290,-0.0,0.0,-0.0,0.0,-0.8409892320632935,0.1962361335754394,-0.0,0.0,-0.8294232487678528,0.1838393211364746,-0.0,0.0,-0.2057244181632995,0.3335480690002441,1.3971269130706787,0.0
291,-0.0,0.0,-0.0,0.0,-0.8327713012695312,0.1972303390502929,-0.0,0.0,-0.821772038936615,0.183629035949707,-0.0,0.0,-0.1927055716514587,0.3124523162841797,1.3971269130706787,0.0
292,-0.0,0.0,-0.0,0.0,-0.8245206475257874,0.1980156898498535,-0.0,0.0,-0.8141402006149292,0.1831641197204589,-0.0,0.0,-0.1806287765502929,0.2898430824279785,1.3971269130706787,0.0
293,-0.0,0.0,-0.0,0.0,-0.8162460327148438,0.1985907554626464,-0.0,0.0,-0.8065381050109863,0.1824502944946289,-0.0,0.0,-0.169556438922882,0.2657361030578613,1.3971269130706787,0.0
294,-0.0,0.0,-0.0,0.0,-0.8079559206962585,0.1989626884460449,-0.0,0.0,-0.7989763021469116,0.1814832687377929,-0.0,0.0,-0.1595517992973327,0.2401113510131836,1.3971269130706787,0.0
295,-0.0,0.0,-0.0,0.0,-0.7996591925621033,0.1991214752197265,-0.0,0.0,-0.7914654016494751,0.1802616119384765,-0.0,0.0,-0.15067720413208,0.2129902839660644,1.3971269130706787,0.0
296,-0.0,0.0,-0.0,0.0,-0.791364312171936,0.1990771293640136,-0.0,0.0,-0.7840157151222229,0.1787924766540527,-0.0,0.0,-0.1429957747459411,0.1843543052673339,1.3971269130706787,0.0
297,-0.0,0.0,-0.0,0.0,-0.783079981803894,0.1988239288330078,-0.0,0.0,-0.7766380310058594,0.1770644187927246,-0.0,0.0,-0.1365700364112854,0.1542177200317382,1.3971269130706787,0.0
298,-0.0,0.0,-0.0,0.0,-0.7748149037361145,0.1983618736267089,-0.0,0.0,-0.7693426609039307,0.175088882446289,-0.0,0.0,-0.1314629912376403,0.1225690841674804,1.3971269130706787,0.0
299,-0.0,0.0,-0.0,0.0,-0.7665777206420898,0.1976923942565918,-0.0,0.0,-0.762140154838562,0.1728601455688476,-0.0,0.0,-0.127737283706665,0.0894169807434082,1.3971269130706787,0.0
300,-0.0,0.0,-0.0,0.0,-0.7583771347999573,0.1968140602111816,-0.0,0.0,-0.7550411820411682,0.1703753471374511,-0.0,0.0,-0.1254559755325317,0.0547513961791992,1.3971269130706787,0.0
301,-0.0,0.0,-0.0,0.0,-0.7502217888832092,0.1957283020019531,-0.0,0.0,-0.7480560541152954,0.1676430702209472,-0.0,0.0,-0.1246815472841262,0.0185862779617309,1.3971269130706787,0.0
302,-0.0,0.0,-0.0,0.0,-0.7421189546585083,0.1944680213928222,-0.0,0.0,-0.7411929965019226,0.1647133827209472,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
303,-0.0,0.0,-0.0,0.0,-0.7340705394744873,0.1931619644165039,-0.0,0.0,-0.7344502806663513,0.1618251800537109,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
304,-0.0,0.0,-0.0,0.0,-0.7260770797729492,0.191843032836914,-0.0,0.0,-0.7278238534927368,0.159034252166748,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
305,-0.0,0.0,-0.0,0.0,-0.7181392908096313,0.1905069351196289,-0.0,0.0,-0.7213096022605896,0.1563420295715332,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
306,-0.0,0.0,-0.0,0.0,-0.7102575898170471,0.1891608238220214,-0.0,0.0,-0.7149035334587097,0.1537456512451172,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
307,-0.0,0.0,-0.0,0.0,-0.7024328112602234,0.1877946853637695,-0.0,0.0,-0.7086014151573181,0.1512508392333984,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
308,-0.0,0.0,-0.0,0.0,-0.6946651339530945,0.1864242553710937,-0.0,0.0,-0.7023993134498596,0.1488504409790039,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
309,-0.0,0.0,-0.0,0.0,-0.6869553923606873,0.1850337982177734,-0.0,0.0,-0.6962930560112,0.146550178527832,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
310,-0.0,0.0,-0.0,0.0,-0.6793040633201599,0.1836318969726562,-0.0,0.0,-0.6902785301208496,0.1443486213684082,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
311,-0.0,0.0,-0.0,0.0,-0.671711802482605,0.1822142601013183,-0.0,0.0,-0.6843516826629639,0.1422443389892578,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
312,-0.0,0.0,-0.0,0.0,-0.6641790866851807,0.1807851791381836,-0.0,0.0,-0.6785084009170532,0.1402387619018554,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
313,-0.0,0.0,-0.0,0.0,-0.6567065119743347,0.1793417930603027,-0.0,0.0,-0.6727447509765625,0.1383275985717773,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
314,-0.0,0.0,-0.0,0.0,-0.6492947340011597,0.1778826713562011,-0.0,0.0,-0.6670565009117126,0.1365180015563964,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
315,-0.0,0.0,-0.0,0.0,-0.6419441103935242,0.1764149665832519,-0.0,0.0,-0.6614395380020142,0.1348071098327636,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
316,-0.0,0.0,-0.0,0.0,-0.6346554756164551,0.1749272346496582,-0.0,0.0,-0.6558898091316223,0.1331934928894043,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
317,-0.0,0.0,-0.0,0.0,-0.627429187297821,0.1734309196472168,-0.0,0.0,-0.6504033207893372,0.1316757202148437,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
318,-0.0,0.0,-0.0,0.0,-0.6202659606933594,0.17191743850708,-0.0,0.0,-0.6449759006500244,0.1302580833435058,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
319,-0.0,0.0,-0.0,0.0,-0.613166332244873,0.1703910827636718,-0.0,0.0,-0.6396034955978394,0.1289377212524414,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
320,-0.0,0.0,-0.0,0.0,-0.606130838394165,0.1688518524169922,-0.0,0.0,-0.6342819333076477,0.1277174949645996,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
321,-0.0,0.0,-0.0,0.0,-0.5991600751876831,0.1672983169555664,-0.0,0.0,-0.6290072798728943,0.126591682434082,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
322,-0.0,0.0,-0.0,0.0,-0.5922545790672302,0.1657319068908691,-0.0,0.0,-0.6237753033638,0.1255674362182617,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
323,-0.0,0.0,-0.0,0.0,-0.5854149460792542,0.1641511917114257,-0.0,0.0,-0.6185820698738098,0.1246376037597656,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
324,-0.0,0.0,-0.0,0.0,-0.5786417126655579,0.1625576019287109,-0.0,0.0,-0.6134233474731445,0.1238093376159668,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
325,-0.0,0.0,-0.0,0.0,-0.5719354748725891,0.16094970703125,-0.0,0.0,-0.6082951426506042,0.1230769157409668,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
326,-0.0,0.0,-0.0,0.0,-0.5652968883514404,0.1593260765075683,-0.0,0.0,-0.6031932830810547,0.1224446296691894,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
327,-0.0,0.0,-0.0,0.0,-0.55872642993927,0.1576910018920898,-0.0,0.0,-0.5981137156486511,0.1219096183776855,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
328,-0.0,0.0,-0.0,0.0,-0.5522246360778809,0.1560430526733398,-0.0,0.0,-0.5930525064468384,0.1214690208435058,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
329,-0.0,0.0,-0.0,0.0,-0.5457921028137207,0.1543807983398437,-0.0,0.0,-0.5880053639411926,0.121131420135498,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
330,-0.0,0.0,-0.0,0.0,-0.5394294857978821,0.1527028083801269,-0.0,0.0,-0.5829682946205139,0.120889663696289,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
331,-0.0,0.0,-0.0,0.0,-0.533137321472168,0.1510119438171386,-0.0,0.0,-0.5779371857643127,0.1207466125488281,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
332,-0.0,0.0,-0.0,0.0,-0.5269160270690918,0.1493110656738281,-0.0,0.0,-0.5729079246520996,0.1207022666931152,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
333,-0.0,0.0,-0.0,0.0,-0.5207663774490356,0.1475915908813476,-0.0,0.0,-0.5678765177726746,0.1207537651062011,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
334,-0.0,0.0,-0.0,0.0,-0.5146889090538025,0.1458592414855957,-0.0,0.0,-0.5628388524055481,0.1209039688110351,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
335,-0.0,0.0,-0.0,0.0,-0.5086840987205505,0.1441154479980468,-0.0,0.0,-0.5577907562255859,0.1211543083190918,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
336,-0.0,0.0,-0.0,0.0,-0.5027526021003723,0.1423559188842773,-0.0,0.0,-0.5527282953262329,0.1214990615844726,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
337,-0.0,0.0,-0.0,0.0,-0.496894896030426,0.1405849456787109,-0.0,0.0,-0.5476471185684204,0.1219482421875,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
338,-0.0,0.0,-0.0,0.0,-0.4911116361618042,0.1387982368469238,-0.0,0.0,-0.5425434708595276,0.1224875450134277,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
339,-0.0,0.0,-0.0,0.0,-0.4854033887386322,0.1369979381561279,-0.0,0.0,-0.5374130606651306,0.1231298446655273,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
340,-0.0,0.0,-0.0,0.0,-0.479770690202713,0.1351847648620605,-0.0,0.0,-0.5322518348693848,0.1238694190979003,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
341,-0.0,0.0,-0.0,0.0,-0.474214106798172,0.1333580017089843,-0.0,0.0,-0.5270557403564453,0.1247062683105468,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
342,-0.0,0.0,-0.0,0.0,-0.4687342345714569,0.1315169334411621,-0.0,0.0,-0.5218207240104675,0.1256403923034668,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
343,-0.0,0.0,-0.0,0.0,-0.4633316397666931,0.129662275314331,-0.0,0.0,-0.5165425539016724,0.1266760826110839,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
344,-0.0,0.0,-0.0,0.0,-0.4580069482326507,0.1277925968170166,-0.0,0.0,-0.5112172961235046,0.1278061866760254,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
345,-0.0,0.0,-0.0,0.0,-0.4527605772018432,0.1259129047393798,-0.0,0.0,-0.5058408379554749,0.1290349960327148,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
346,-0.0,0.0,-0.0,0.0,-0.4475932717323303,0.1240153312683105,-0.0,0.0,-0.5004090070724487,0.1303639411926269,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
347,-0.0,0.0,-0.0,0.0,-0.4425054788589477,0.1221070289611816,-0.0,0.0,-0.4949178397655487,0.1317880153656005,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
348,-0.0,0.0,-0.0,0.0,-0.4374977648258209,0.1201851367950439,-0.0,0.0,-0.4893631637096405,0.1333122253417968,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
349,-0.0,0.0,-0.0,0.0,-0.4325708448886871,0.1182460784912109,-0.0,0.0,-0.483740895986557,0.1349344253540039,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
350,-0.0,0.0,-0.0,0.0,-0.4277251362800598,0.1162970066070556,-0.0,0.0,-0.4780470132827759,0.136653184890747,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
351,-0.0,0.0,-0.0,0.0,-0.4229612946510315,0.1143321990966796,-0.0,0.0,-0.4722773432731628,0.1384720802307129,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
352,-0.0,0.0,-0.0,0.0,-0.418279230594635,0.1123695373535156,-0.0,0.0,-0.4664291143417358,0.140357494354248,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
353,-0.0,0.0,-0.0,0.0,-0.4136762320995331,0.1104719638824462,-0.0,0.0,-0.4605045616626739,0.1421892642974853,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
354,-0.0,0.0,-0.0,0.0,-0.409149169921875,0.1086494922637939,-0.0,0.0,-0.4545071125030517,0.1439387798309326,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
355,-0.0,0.0,-0.0,0.0,-0.4046946167945862,0.1069092750549316,-0.0,0.0,-0.4484402537345886,0.1456046104431152,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
356,-0.0,0.0,-0.0,0.0,-0.4003093838691711,0.1052455902099609,-0.0,0.0,-0.4423074722290039,0.1471867561340332,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
357,-0.0,0.0,-0.0,0.0,-0.3959901034832001,0.1036627292633056,-0.0,0.0,-0.4361121654510498,0.1486873626708984,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
358,-0.0,0.0,-0.0,0.0,-0.3917335867881775,0.1021564006805419,-0.0,0.0,-0.4298579096794128,0.1501021385192871,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
359,-0.0,0.0,-0.0,0.0,-0.3875365257263183,0.1007294654846191,-0.0,0.0,-0.4235481023788452,0.151435375213623,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
360,-0.0,0.0,-0.0,0.0,-0.3833955824375152,0.0993826389312744,-0.0,0.0,-0.4171862602233886,0.152684211730957,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
361,-0.0,0.0,-0.0,0.0,-0.3793075382709503,0.0981130599975586,-0.0,0.0,-0.4107758104801178,0.1538507938385009,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
362,-0.0,0.0,-0.0,0.0,-0.3752690851688385,0.0969228744506836,-0.0,0.0,-0.4043202698230743,0.1549329757690429,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
363,-0.0,0.0,-0.0,0.0,-0.3712769746780395,0.0958106517791748,-0.0,0.0,-0.3978230953216553,0.1559321880340576,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
364,-0.0,0.0,-0.0,0.0,-0.367327868938446,0.0947785377502441,-0.0,0.0,-0.3912877440452575,0.1568484306335449,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
365,-0.0,0.0,-0.0,0.0,-0.3634185492992401,0.0938236713409423,-0.0,0.0,-0.3847176730632782,0.1576817035675048,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
366,-0.0,0.0,-0.0,0.0,-0.3595456480979919,0.092949628829956,-0.0,0.0,-0.3781163692474365,0.1584312915802002,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
367,-0.0,0.0,-0.0,0.0,-0.355705976486206,0.0921521186828613,-0.0,0.0,-0.3714873492717743,0.1590964794158935,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
368,-0.0,0.0,-0.0,0.0,-0.3518962264060974,0.0914340019226074,-0.0,0.0,-0.3648340404033661,0.1596794128417968,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
369,-0.0,0.0,-0.0,0.0,-0.348113089799881,0.0907952785491943,-0.0,0.0,-0.3581598997116089,0.1601793766021728,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
370,-0.0,0.0,-0.0,0.0,-0.3443532884120941,0.0902352333068847,-0.0,0.0,-0.351468414068222,0.1605956554412841,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
371,-0.0,0.0,-0.0,0.0,-0.3406135439872741,0.0897538661956787,-0.0,0.0,-0.3447630703449249,0.1609282493591308,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
372,-0.0,0.0,-0.0,0.0,-0.3368906080722809,0.0893504619598388,-0.0,0.0,-0.3380473256111145,0.1611778736114502,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
373,-0.0,0.0,-0.0,0.0,-0.3331811726093292,0.0890264511108398,-0.0,0.0,-0.3313246369361877,0.1613445281982422,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
374,-0.0,0.0,-0.0,0.0,-0.3294819593429565,0.0887811183929443,-0.0,0.0,-0.324598491191864,0.1614274978637695,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
375,-0.0,0.0,-0.0,0.0,-0.3257896900177002,0.0886144638061523,-0.0,0.0,-0.3178723752498626,0.1614267826080322,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
376,-0.0,0.0,-0.0,0.0,-0.3221010863780975,0.0885264873504638,-0.0,0.0,-0.3111497759819031,0.1613423824310302,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
377,-0.0,0.0,-0.0,0.0,-0.3184128403663635,0.0885179042816162,-0.0,0.0,-0.3044341206550598,0.1611757278442382,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
378,-0.0,0.0,-0.0,0.0,-0.3147217035293579,0.0885872840881347,-0.0,0.0,-0.2977288663387298,0.1609261035919189,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
379,-0.0,0.0,-0.0,0.0,-0.3110243678092956,0.0887360572814941,-0.0,0.0,-0.2910374999046325,0.1605927944183349,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
380,-0.0,0.0,-0.0,0.0,-0.3073175549507141,0.088963508605957,-0.0,0.0,-0.2843635380268097,0.160175085067749,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
381,-0.0,0.0,-0.0,0.0,-0.3035980463027954,0.0892682075500488,-0.0,0.0,-0.2777104079723358,0.159675121307373,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
382,-0.0,0.0,-0.0,0.0,-0.2998624742031097,0.089653730392456,-0.0,0.0,-0.2710815966129303,0.1590914726257324,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
383,-0.0,0.0,-0.0,0.0,-0.2961075603961944,0.0901179313659668,-0.0,0.0,-0.2644805610179901,0.1584248542785644,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
384,-0.0,0.0,-0.0,0.0,-0.2923301160335541,0.0906586647033691,-0.0,0.0,-0.2579107880592346,0.1576745510101318,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
385,-0.0,0.0,-0.0,0.0,-0.2885267734527588,0.0912802219390869,-0.0,0.0,-0.2513757348060608,0.1568412780761718,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
386,-0.0,0.0,-0.0,0.0,-0.2846943140029907,0.0919790267944336,-0.0,0.0,-0.2448789030313491,0.1559239625930786,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
387,-0.0,0.0,-0.0,0.0,-0.2808293402194977,0.092759370803833,-0.0,0.0,-0.2384237200021743,0.1549243927001953,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
388,-0.0,0.0,-0.0,0.0,-0.2769286930561065,0.0936155319213867,-0.0,0.0,-0.2320137023925781,0.15384042263031,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
389,-0.0,0.0,-0.0,0.0,-0.2729890644550323,0.0945510864257812,-0.0,0.0,-0.2256522625684738,0.1526745557785034,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
390,-0.0,0.0,-0.0,0.0,-0.2690071165561676,0.0955667495727539,-0.0,0.0,-0.2193429619073867,0.1514232158660888,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
391,-0.0,0.0,-0.0,0.0,-0.2649796307086944,0.0966596603393554,-0.0,0.0,-0.2130891531705856,0.1500914096832275,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
392,-0.0,0.0,-0.0,0.0,-0.2609033286571502,0.0978312492370605,-0.0,0.0,-0.2068944126367569,0.1486737728118896,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
393,-0.0,0.0,-0.0,0.0,-0.25677490234375,0.0990822315216064,-0.0,0.0,-0.2007621377706527,0.147174596786499,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
394,-0.0,0.0,-0.0,0.0,-0.2525910139083862,0.1004133224487304,-0.0,0.0,-0.1946958750486374,0.1455903053283691,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
395,-0.0,0.0,-0.0,0.0,-0.248348519206047,0.1018198728561401,-0.0,0.0,-0.1886990368366241,0.1439241170883178,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
396,-0.0,0.0,-0.0,0.0,-0.2440439909696579,0.1033086776733398,-0.0,0.0,-0.18277508020401,0.1421749591827392,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
397,-0.0,0.0,-0.0,0.0,-0.239674225449562,0.1048743724822998,-0.0,0.0,-0.1769275665283203,0.1403403282165527,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
398,-0.0,0.0,-0.0,0.0,-0.2352359443902969,0.1065187454223632,-0.0,0.0,-0.171159878373146,0.1384245157241821,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
399,-0.0,0.0,-0.0,0.0,-0.2307258546352386,0.1082421541213989,-0.0,0.0,-0.1654755026102066,0.1364250183105468,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
400,-0.0,0.0,-0.0,0.0,-0.2261407077312469,0.1100435256958007,-0.0,0.0,-0.1598779559135437,0.1343411207199096,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
401,-0.0,0.0,-0.0,0.0,-0.2214771211147308,0.1119260787963867,-0.0,0.0,-0.1543706506490707,0.132175326347351,-0.0,0.0,-0.1246815472841262,0.0,1.3971269130706787,0.0
402,-0.0,0.0,-0.0,0.0,-0.2167336344718933,0.1138436794281005,-0.0,0.0,-0.14895661175251,0.129936933517456,-0.0,0.0,-0.1244579404592514,0.005366563796997,1.3971269130706787,0.0
403,-0.0,0.0,-0.0,0.0,-0.2119155079126358,0.1156350374221801,-0.0,0.0,-0.1436369568109512,0.1276717185974121,-0.0,0.0,-0.1237991899251937,0.0158100128173828,1.3971269130706787,0.0
404,-0.0,0.0,-0.0,0.0,-0.207029789686203,0.1172572374343872,-0.0,0.0,-0.1384122669696808,0.1253925561904907,-0.0,0.0,-0.1227234303951263,0.0258182287216186,1.3971269130706787,0.0
405,-0.0,0.0,-0.0,0.0,-0.2020835131406784,0.1187106370925903,-0.0,0.0,-0.13328318297863,0.1230980157852172,-0.0,0.0,-0.1212487965822219,0.0353912115097045,1.3971269130706787,0.0
